4563,"2、 Accorynrding to the book, whau54t SHOULDN''T you do witTYRh a brokeXJfn computer?",(1) A rotten(腐爛的) apple.,(2) Eggshells.,(3) Newspapers.,(4) Cau5Krrot peels(果皮).
4562,3、 Whljjich is NOT truXpfe abNALout ErrHGek Hansen?,(1) ThrhPeow it inDButo a recjJ0ycling bin for metal.,(2) TaX0Uke it to a spTgEecial recycAizling center.,(3) FiSq4nd out whX7aen the electronYRmics recyq4Zcling day is in youszfr town.,(4) All of the above.
4577,"4、 At the clakQ5ss meeting, the clRQTass leader, Peter, was standinvYmg in the front, speaNtaking to his classmates. PeteiFzr said, you shouldn''t throskIw yokctur drinxIAk cuhZOps in the tr9rXash can. To protegaect the earth, you shMbkould put thepfhm in the re8j8cycling binLbQs for plaxihstic or papeP08r in the bacASok of our classroom. WhiclFoh idQYmea in the boo4g5k was PeXUkter truaEying to carrEvLy out in his class?",(1) He is the stPQnarter of PrwAHoject Go Green.,(2) He is a goopQDd examplM27e th82Nat kidMD1s can makIMLe a diBpsfference to the world.,(3) His Prwfcoject Go Grd1Feen onaLXly lapHisted for thNhvree years.,(4) He set a GuinnesSZps WorlYx4d Rec4CXord and won the PresidentiUTMal EnvironjuDmental YoYBcuth Award.
4566,5、 In whiunIch bin shxvrould we put the follWssowing trash? \n,(1) FinYzdd a cooq6Kl way to use trash.,(2) Spr1Awead the word.,(3) ChzONoose reHoxusable ovW32er disposable.,(4) ComgJHpost yowCPur fooOoYd waste.
4571,6、 In whFYmat way CAN''T we redxyDuce the invisX4Fible waste?,(1) The one for plastic.,(2) The one for paper.,(3) The one for metal.,(4) The one for glass.
4573,"7、 Ac09ccording to the book, theoh9re are a few thuMNings you shouy3Kld do fir4Odst befE3Pore yoMXLur tra563sh is recycled: (A) Clc0xean it or flatteJDDn it. (B) SepaA21rate it incImto difulhferent types. (C) Put it in bags. WhwmFich of the fol1Rklowing is the correcyUyt order(順序)?",(1) WalkxDting to the convenincfence st6mPore near9wBby inst30kead of ridiniFmg a scooter.,(2) RiSVJding a bikhvre to worLA1k insteu8Iad of driving.,(3) TakiovJng a batFLIh insteaCWrd of takinulGg a shower.,(4) Turni2dbng off the liIBights whIeBen leavijzJng a room.
4559,"8、 AccordinUm2g to the book, whU2Hat doIQPes 3R stan9gBd for?",(1) (A)→(B)→(C),(2) (B)→(C)→(A),(3) (B)→(A)→(C),(4) (C)→(B)→(A)
4548,9、 WhaRpZt dosIues it meah5Cn to recycle?,"(1) Reduce, reHN3move and recycle.","(2) Reduce, rewaimvsh and react.","(3) Reduce, reuHKAse and recycle.","(4) Repeat, remember, and recall."
4547,"10、 AccordinmePg to the book, whicTkJh of the fo8Bjllowing is NOT trihDue abo096ut compost?",(1) To use sometTUNhing oveTH2r and ovePmkr again.,"(2) To use leROVss of something, creatinYI4g sma0CIller amouzXLnts of waste.",(3) To madqmke soTX7mething useRPQless intjUBo sol4Mmething new.,(4) To mab1ake somethIfDing exIQhpensive inyckto somQWbething cheap.
4564,"10、 AccordinmePg to the book, whicTkJh of the fo8Bjllowing is NOT trihDue abo096ut compost?",(1) Compo8Kwst includes(包含) kitcheVSon wauSyste and lefpi3t food.,(2) CompoNTjst can be the foogB9d for trcr8ees and plants.,(3) Compkxxost can be recycleLmRd at home.,(4) AbQxGout 20 poundtq2s of comq5Zpost are recycll3ied ever8Fpy month.
4557,"3、 AccoJYerding to the book, can batteg9Kries and yanmGrd wastvFse be recycled?",(1) You can see thebDnm in mansMyy museums.,(2) The way he crehztated his art woN3lrks is calleKuud eggcubT41ism becZIjause thts9ey loaflok liSBwke eggs.,"(3) ThUxbey comGUst leQE3ss th1GFan one thousgjLand dollars, so peopgPqle can easil7WIy buy thh0yem if thKMley like.",(4) ThNFEey are maWcDde of eggshells.
