2020,2、 18的因數和是1+2+3+6+9 = 21，大於18，所以就是盈數。作者這麼形容盈數：18在不為人知的情況下背負過剩的包袱。請問以下選項，哪一個也是盈數？,(1) 炫耀自己的博學,(2) 語氣充滿溫馨,(3) 謹慎,(4) 率真
2023,3、 當管家稱讚博士能解出雜誌的試題時，博士回答「提出問題的人已經知道答案了。解答這種保證有答案的問題，就像是有嚮導帶著你走能夠看到山頂的登山道。數字的真理隱身在無人去過的路的盡頭，而且，並不一定在山頂上，有可能在懸崖的峭壁間，也可能在山谷的深處。」由這段話可推論博士面對管家的稱讚，他的心態是?,(1) 6,(2) 9,(3) 10,(4) 12
2002,4、 「沒錯，是發現，不是發明。我要找出在我還沒出世的遙遠過去，就已經不為人知地在某個地方存在的定理。就好像一字一句地抄下記錄在上帝筆記本中真理一樣。誰都沒有辦法預知這本筆記本到底在哪裏，什麼時候會打開。」博士說這段話的意思是？,(1) 欣然接受,(2) 不以為然,(3) 興高采烈,(4) 謙虛悲傷
2007,5、 博士於1975發生車禍，損壞了腦部記憶的功能，致使他的記憶只剩下幾分鐘的記憶？,(1) 這世界不缺少美，是缺少發現,(2) 混亂的過去，讓博士感到悲哀,(3) 真理早已存在，只是需要尋找,(4) 博士運用啟發的方式去教根號
2006,6、 為什麼本書最後提到「根號通過了中學老師的錄用考試。明年春天後，他就是數學老師了」以下何者是根號想擔任數學老師的理由？,(1) 80,(2) 70,(3) 60,(4) 50
2016,7、 「你是根號。這是一個面對任何數字，都不會有絲毫為難之色，以寬大的胸懷加以包容的符號，是根號。」這是博士第一次面對管家的小孩時，為這個孩子所取的暱稱，請問博士幫管家的小孩取名「根號」的原因是什麼？,(1) 因為根號可以給數字一個明確身分,(2) 博士熱愛根號故走出戶外與人互動,(3) 博士帶領根號去看棒球賽而引起的,(4) 由於博士的啟發，根號喜愛上數學
1998,8、 博士談到：古希臘的數學家都認為沒必要計算什麼都沒有的狀態。既然沒有，就無法用數字來表示。但有一位印度數學家顛覆了這個合理的邏輯，用數字表現了無的狀態，把不存在變成了存在。」請問這個數字是什麼？,(1) 頭腦裡面裝了一個聰明的腦袋,(2) 說明根號的地位是無可取代的,(3) 管家兒子的頭頂平坦的像根號,(4) 根號能給所有的數字一個身份
2010,9、 「剛開始覺得很煩，後來卻產生了一種不甘心，最後甚至產生一種使命感。只有少數人知道這個算式背後的意義，很多人不曾感受過算式的意義就終老一生。如今，一個根本不屬於算式這個世界的管家，不願受到命運的操弄，試圖推開秘密之門。雖然我自己未曾察覺，然而從曙光管家介紹所派我來博士家那一刻開始，我已經接受了某個人為我開啟的一絲光線，背負著特殊的使命。」請問管家的這段話代表她的心態有何變化？,(1) 0,(2) ∞,(3) ＠,(4) €
2011,10、 「完美的證明應該堅固又柔美，沒有一絲縫隙，協調得完全沒有一絲的矛盾。許多證明雖然沒有錯，卻拖拖拉拉、廢話連篇。你能夠瞭解嗎？就好像沒有人可以說明星星為什麼如此美麗一般，數學的美，也很難用言語表達。」博士的這段話是在說明？,(1) 從討厭、抗拒到歡欣鼓舞,(2) 從厭煩、不甘到引以為傲,(3) 從煩躁、排斥到無可奈何,(4) 從無知、開心到愉快接受
2001,10、 「完美的證明應該堅固又柔美，沒有一絲縫隙，協調得完全沒有一絲的矛盾。許多證明雖然沒有錯，卻拖拖拉拉、廢話連篇。你能夠瞭解嗎？就好像沒有人可以說明星星為什麼如此美麗一般，數學的美，也很難用言語表達。」博士的這段話是在說明？,(1) 數學題要集中精力鑽研,(2) 每個數字都有它的意義,(3) 數學是顛撲不破的真理,(4) 數學證明題要寫得漂亮
2022,2、 管家被博士的大嫂開除的最主要原因是什麼？,(1) 問管家兒子的鞋子尺寸及電話號碼,(2) 雙臂充滿慈愛地擁他入懷,(3) 尋找身上有沒有記錄的紙條,(4) 要管家不准再把兒子帶到工作場所
2025,3、 「因為（數學）題目和音樂一樣，都有一定的節奏。把題目讀出來，抓到這種節奏，就可以看清全面的問題，也能發現容易忽略的陷阱。」博士這段話的意思是要「根號」做什麼？,(1) 加班卻沒有交報告書,(2) 帶博士外出，害博士發燒,(3) 把孩子帶到博士家裡,(4) 在博士家過夜
2003,4、 「剛開始覺得很煩，後來卻產生了一種不甘心，最後甚至產生一種使命感。只有少數人知道這個算式背後的意義，很多人不曾感受過算式的意義就終老一生。如今，一個根本不屬於算式這個世界的管家，不願受到命運的操弄，試圖推開秘密之門。雖然我自己未曾察覺，然而從曙光管家介紹所派我來博士家那一刻開始，我已經接受了某個人為我開啟的一絲光線，背負著特殊的使命。」請問管家的這段話代表她的心態有何變化？,(1) 解數學題前將題目讀出來,(2) 認識數學題的節奏和陷阱,(3) 對數學和音樂都要認真學,(4) 音樂的節奏要靠數學培養
2009,7、 在本書中博士一開始吃飯的樣子，到後來加入「根號」後的吃相，這當中有什麼變化？,(1) 沙灘上,(2) 偏房中,(3) 棒球場,(4) 醫院裡
2000,8、 博士於1975發生車禍，損壞了腦部記憶的功能，致使他的記憶只剩下幾分鐘的記憶？,(1) 從粗率失禮到彬彬有禮,(2) 從拘謹慎重到溫馨親切,(3) 從胃口欠佳到食慾大開,(4) 從大快朵頤到落落寡
2021,2、 18的因數和是1+2+3+6+9 = 21，大於18，所以就是盈數。作者這麼形容盈數：18在不為人知的情況下背負過剩的包袱。請問以下選項，哪一個也是盈數？,(1) 對10這個數字發表高見,(2) 和管家談論育兒之道,(3) 進到書房繼續思考數學,(4) 對於十歲小孩沒有人照顧感到擔心不安
2014,6、 「我正在思考。打斷我的思考，比掐我的脖子還痛苦。我在和數字相愛的時候，你這樣魯莽地闖進來，比偷看人家上廁所更沒禮貌。」博士使用這種語氣說話的目的是？,(1) 出租去世大哥遺留的房子,(2) 指導學生學習數學當家教,(3) 解答數學雜誌懸賞的問題,(4) 到棒球隊指導數學的算式
1999,7、 博士談到：古希臘的數學家都認為沒必要計算什麼都沒有的狀態。既然沒有，就無法用數字來表示。但有一位印度數學家顛覆了這個合理的邏輯，用數字表現了無的狀態，把不存在變成了存在。」請問這個數字是什麼？,(1) 叮嚀,(2) 責備,(3) 鼓勵,(4) 引導
2015,9、 「……即使時間一分一秒流逝，根號的習題仍然沒解決，博士也完全不著急。無論根號撞進多麼愚蠢的死胡同，博士都會像從河底的泥巴中撈起金砂一樣，找出屬於根號的優點」這段話的意思是？,(1) 13,(2) 23,(3) 33,(4) 43
2004,10、 「沒錯，是發現，不是發明。我要找出在我還沒出世的遙遠過去，就已經不為人知地在某個地方存在的定理。就好像一字一句地抄下記錄在上帝筆記本中真理一樣。誰都沒有辦法預知這本筆記本到底在哪裏，什麼時候會打開。」博士說這段話的意思是？,(1) 寫數學習題的時間總是不夠,(2) 根號在數學的學習上是愚蠢的,(3) 博士有耐心的等待並稱讚根號,(4) 指導數學是博士這一生神聖的使命
2005,5、 在這個世界上，質數是博士的最愛，請問下列何者不是質數？,(1) 一件棒球外套,(2) 一件長袖T恤,(3) 一個生日蛋糕,(4) 江夏的棒球卡
2008,9、 博士於1975發生車禍，損壞了腦部記憶的功能，致使他的記憶只剩下幾分鐘的記憶？,(1) 答案的預測與驗證結果不同,(2) 熱愛友誼數的心情與觀察,(3) 數學為什麼這麼令人厭惡,(4) 對於親和數的計算與直覺
2024,2、 在曙光管家介紹所中，博士的顧客卡上蓋了九個藍色星星印章。在本書中，是因為什麼理由？,(1) 這些數字七零八落的,(2) 您已經說過了,(3) 並不稀奇嘛,(4) 這題有點難
2019,3、 博士於1975發生車禍，損壞了腦部記憶的功能，致使他的記憶只剩下幾分鐘的記憶？,(1) 博士想收集介紹所的集點贈品,(2) 博士想保持介紹所中的最高紀錄,(3) 博士有定期更換新管家的習慣,(4) 博士是個令人敬而遠之的顧客
2018,3、 當管家稱讚博士能解出雜誌的試題時，博士回答「提出問題的人已經知道答案了。解答這種保證有答案的問題，就像是有嚮導帶著你走能夠看到山頂的登山道。數字的真理隱身在無人去過的路的盡頭，而且，並不一定在山頂上，有可能在懸崖的峭壁間，也可能在山谷的深處。」由這段話可推論博士面對管家的稱讚，他的心態是?,(1) 開管家兒子的玩笑,(2) 顯示自己對數學很有研究,(3) 喜愛管家兒子的表現,(4) 期許管家兒子能學好數學
2017,5、 根號十一歲生日那天，博士送根號的禮物是棒球手套，而根號送博士的禮物是什麼？,(1) 歐拉公式,(2) 泰勒公式,(3) 海倫公式,(4) 素數公式
2013,7、 博士自從出車禍後失去了研究的工作，必須靠大嫂的資助才能過生活，他完全沒有其他的收入，除了做什麼還能賺到些微的金錢？,(1) 柳暗花明又一村,(2) 天生我才必有用,(3) 花開堪折直須折,(4) 落花時節又逢君
