923,2、 下列哪一則故事，是在寫關起門來飲酒下棋的風雅人士？,(1) 流氓,(2) 菜販,(3) 巡警,(4) 法官
930,3、 下列關於賴和的說明，何者正確？,(1) ＜不如意的過年＞,(2) ＜可憐她死了＞,(3) ＜未來的希望＞,(4) ＜浪漫外紀＞
919,4、 小說＜一桿稱仔＞中，最後以「同時，市上亦盛傳著，一個夜巡的警吏，被殺在道上」，這段話有什麼涵義？,(1) 本名賴河,(2) 幼年學習日文,(3) 赤腳先是筆名,(4) 享年大約八十歲
924,5、 以下對於賴和的了解，何者「不正確」？,(1) 臺灣人應對殖民統治有所反抗換取光明遠景,(2) 農民應該要團結一致，共同來迫使官吏讓步,(3) 舊士紳必須要和警察合作，才不來引來殺機,(4) 都市小市民應該拿出勇氣勇敢與惡勢力對抗
920,6、 下列何者「並非」賴和小說和詩的人物題材？,(1) 目前現存的賴和作品，只剩下小說,(2) 賴和的作品中有著強烈的反抗色彩,(3) 他的小說充滿民族意識與現代精神,(4) 深沉的人道思想才是小說的內髓
921,7、 客家電視台籌畫了一個電視節目：「跟著賴和去壯遊」，想要從賴和的出生地，找學生來參與，請問下列哪一個學校的學生最有可能被選上？,(1) 佃農,(2) 菜農,(3) 寡婦,(4) 總統
916,8、 下列何者對於「台灣文學」的敘述不正確？,(1) 建國中學,(2) 彰化女中,(3) 高雄女中,(4) 屏東中學
926,9、 「賴和」最初從事什麼職業？,(1) 主要是在描寫台灣,(2) 是台灣本土的文學,(3) 是世界文學的一支,(4) 以台灣名人為主體
918,10、 下列賴和的作品中，何者是在「描寫稅金和生活的逼迫而一再被賣，終至走上絕路的阿金」？,(1) 教師,(2) 律師,(3) 醫師,(4) 牧師
928,10、 下列賴和的作品中，何者是在「描寫稅金和生活的逼迫而一再被賣，終至走上絕路的阿金」？,(1) ＜不如意的過年＞,(2) ＜可憐她死了＞,(3) ＜未來的希望＞,(4) ＜浪漫外紀＞
931,4、 賴和在小說中，諷剌日本時代，因為「人」的關係，而不遵守「法」，知法玩法。剝削農民的利益，在稱甘蔗重量時，偷斤減兩，使農民蒙受重大損失。這則故事，出現在下列哪一篇小說？,(1) ＜歸家＞,(2) ＜前進＞,(3) ＜豐作＞,(4) ＜惹事＞
935,5、 小說＜一桿稱仔＞中的主角是誰？,(1) ＜惹事＞,(2) ＜豐作＞,(3) ＜一桿稱仔＞,(4) ＜赴了春宴回來＞
922,6、 賴和對於解除鴉片禁令，發出了嘲諷言論，出現在下列哪一篇小說之中？,(1) 秦假仙,(2) 秦得參,(3) 秦其怪,(4) 秦取味
934,7、 下列賴和的作品中，何者是在「描寫小鎮居民，因媽祖慶典而回憶往昔地方上拚熱鬧的風光的」？,(1) ＜鬥鬧熱＞,(2) ＜彫古董＞,(3) ＜蛇先生＞,(4) ＜棋盤邊＞
927,8、 下列哪一篇小說，提到了農民迷信、不科學的一面？,(1) ＜鬥鬧熱＞,(2) ＜蛇先生＞,(3) ＜彫古董＞,(4) ＜棋盤邊＞
933,9、 下列何者對於「台灣文學」的敘述不正確？,(1) ＜鬥鬧熱＞,(2) ＜彫古董＞,(3) ＜蛇先生＞,(4) ＜棋盤邊＞
917,7、 以下對於賴和的了解，何者「不正確」？,(1) 台灣文學巨人,(2) 台灣新文學之父,(3) 人道的社會主義者,(4) 倒在血泊裡的筆耕者
932,10、 「賴和」最初從事什麼職業？,(1) ＜赴了春宴回來＞,(2) ＜不如意的過年＞,(3) ＜善訟的人的故事＞,(4) ＜一個同志的批信＞
929,9、 以下對於賴和的了解，何者「不正確」？,(1) 法律是要用來約束老百姓的,(2) 做官的人也會被法律所約束,(3) 統治者摧殘法律且知法玩法,(4) 統治者不會再創立各項法律
925,8、 下列何者是小說＜一桿稱仔＞中欺負善良百姓的人？,(1) 挑戰不公不義的政治制度,(2) 控訴殖民政府的經濟榨取,(3) 知識份子的的覺醒與反抗,(4) 無產階級的的覺醒與反抗
