2311,2、 海洋汙染物中，汙染時間最長，最難處理的是,(1) 亞洲,(2) 歐洲,(3) 美洲,(4) 非洲
2313,3、 德國南部的廣大黑森林，其之所以被稱為黑森林的原因是什麼？,(1) 家庭廢水,(2) 漂流木,(3) 塑膠製品,(4) 土石流沉積物
2076,4、 有人說，這個世紀的世界有異常氣象是理所當然的。其實不然。在〈全球頻頻發生的異常現象〉中提到，印度洋海域水溫較低，其介於非洲中部到西部的相反溫度的海洋，因而產生溫度上升的現象，此稱為什麼現象？,(1) 酸雨造成樹木枯萎的數量大增,(2) 附近工廠排放大量廢氣使樹木蒙塵,(3) 一年四季茂密的松樹杉木等針葉林,(4) 因黑森林蛋糕與黑森林火腿而得名
2068,5、 在〈地球會發生怎樣的變化〉中提到，如果地球持續暖化，可能會產生什麼影響？,(1) 熱導現象,(2) 反聖嬰現象,(3) 偶極子現象,(4) 大氣共伴現象
2058,6、 暖化對地球造成的影響，下列何者不正確？,(1) 乾燥地區持續乾旱,(2) 海平面因熱膨脹降低,(3) 寒帶地區頻繁發生颶風,(4) 凍土融解，放出大量寒氣
2077,7、 位居中緯度地區的國家，因暖化而造成平均氣溫上升，發生了之前只出現在熱帶地區的傳染病。在美國南部，已經開始出現通常在非洲等地感染發病的登革熱病患。這些疾病的導因大多是什麼？,(1) 傳染病增加,(2) 生態系混亂,(3) 食物價格下降,(4) 生物多樣性消失
2079,8、 海明威曾在書中寫到：「吉力馬扎羅是一個被白雪覆蓋的山，19710英呎，是非洲最高峰，馬賽人稱西邊的山頂為『Ngaje Ngai』，意思是『神的住所！』」。根據研究報告，山頂的雪已比海明威的時代少了80%。如果這樣持續減少，預料在哪一年之前，所有雪就會消失？,(1) 水汙染,(2) 降雨量增加,(3) 海水溫度升高,(4) 外來物種侵入
2067,9、 歐盟為了削減二氧化碳的排放量，設定了在2020年前將能源需求的10%轉換成生質酒精的目標，若達到此目標的話，在歐盟境內所消耗的穀物中有兩成就是作為提煉生質酒精的原料。有關「生質酒精」的說明，何者正確？,(1) 2020,(2) 2030,(3) 2060,(4) 2080
2078,10、 有關「甲烷氣水包合物」的說明，下列何者不正確？,(1) 是以大豆等穀物所提煉出的酒精,(2) 可以混入石油中增加石油的消耗量,(3) 也可以因此減少二氧化碳的排放量,(4) 可能導致穀物減產，糧食價格下降
2069,10、 有關「甲烷氣水包合物」的說明，下列何者不正確？,(1) 又稱為「可燃的冰」,(2) 低溫高壓是它安定存在的環境 \n,(3) 燃燒時排放的二氧化碳比石油高,(4) 藏在全世界水深500M以下的海底
2312,3、 有人說，這個世紀的世界有異常氣象是理所當然的。其實不然。在〈全球頻頻發生的異常現象〉中提到，印度洋海域水溫較低，其介於非洲中部到西部的相反溫度的海洋，因而產生溫度上升的現象，此稱為什麼現象？,(1) CO2,(2) CH4,(3) N2O,(4) CFCs
2074,5、 因全世界平均氣溫上升，全球永凍土的面積將持續減少，而永凍土融解會造成更嚴重的暖化現象，是因為它會釋放出哪一種溫室氣體？,(1) 亞洲,(2) 非洲,(3) 大洋洲,(4) 中南美洲
2060,6、 上圖是氣溫上升1℃為地球帶來的變化。那麼，造成地球暖化的因素是因為什麼大量產生呢？,(1) 甲烷,(2) 水蒸氣,(3) 二氧化碳,(4) 氟氯碳化物
2057,7、 太平洋小島國家正面臨全球暖化及海平面上升所引發的存亡危機，於是在聯合國氣候變遷COP 13會議中，對溫室效應氣體主要排放國家提出必須回應被害國家要求的義務。下列何者不是在面臨危急存亡的太平洋小島國家之列？,(1) 紫外線,(2) 紅外線,(3) 化石燃料,(4) 溫室氣體
2064,8、 在〈各國的能源消耗量〉中，有關各國能源的消耗與需求說明，何者正確？,(1) 帛琉,(2) 吐瓦魯,(3) 馬爾地夫,(4) 馬紹爾群島
2070,9、 所謂的鹽害，就是指土的中所含鹽分被引到地表的現象，尤其容易發生在乾燥地區。若遭受到鹽害，不僅無法栽種農作物，此地也會逐漸沙漠化。現在估計，全世界至少有6000萬公頃的農地遭受鹽害。其中亞洲的三個國家佔了全世界的一半。這三個國家是什麼？,(1) 預測2030年初級能源的需求最大宗為核能,(2) 煤炭和天然氣是大量排放二氧化碳的初級能源,(3) 完全仰賴石油進口的日本對石油的依賴度攀升,(4) 中國擁有世界最多人口，其能源需求占全球第二
2080,10、 歐盟為了削減二氧化碳的排放量，設定了在2020年前將能源需求的10%轉換成生質酒精的目標，若達到此目標的話，在歐盟境內所消耗的穀物中有兩成就是作為提煉生質酒精的原料。有關「生質酒精」的說明，何者正確？,(1) 越南、印度、韓國,(2) 印度、中國、土耳其,(3) 印度、中國、巴基斯坦,(4) 印尼、孟加拉、巴基斯坦
2315,2、 下列何者為綠色能源？,(1) 甲乙丙丁戊,(2) 甲乙丙丁,(3) 乙丙丁戊,(4) 乙丁戊
2314,3、 家庭生活中所需用水的最低限度，是平均一個人一天50公升，能夠從自來水、井水或河川，順利得到這個水量稱為「確保安全用水來源」。確保安全用水來源有困難的國家大多在哪一地區？,(1) 核能,(2) 煤,(3) 天然氣,(4) 水力
2063,6、 因全世界平均氣溫上升，全球永凍土的面積將持續減少，而永凍土融解會造成更嚴重的暖化現象，是因為它會釋放出哪一種溫室氣體？,(1) 東京,(2) 雅加達,(3) 哥本哈根,(4) 里約熱內盧
2056,8、 依據日本研究顯示，東京的年平均氣溫在過去100年中上升了3℃，遠高於周邊郊區的氣溫。世界各大都市也都有類似狀況，造成越來越熱的大都市的現象稱之為什麼？,(1) 2.4度,(2) 4.6度,(3) 6.4度,(4) 8.6度
2066,9、 歐盟為了削減二氧化碳的排放量，設定了在2020年前將能源需求的10%轉換成生質酒精的目標，若達到此目標的話，在歐盟境內所消耗的穀物中有兩成就是作為提煉生質酒精的原料。有關「生質酒精」的說明，何者正確？,(1) 沙塵暴,(2) 熱病毒,(3) 熱島效應,(4) 海洋汙染
2073,7、 在〈替代能源的普及度〉中，有關替代能源的說明，何者正確？,(1) 有害紫外線使人更易得白血病,(2) 使長波紫外線更容易到達地面,(3) 氟氯碳化合物 (CFCS)與日俱增,(4) 紫外線造成農作物收穫量減少
2071,8、 食物里程的計算方法，「進口量（噸）×運送距離（公里）＝食物里程」。在〈什麼是「食物里程」？〉，2003年調查的一份主要國家的糧食自給率圖表中，最符合當地生產的東西在當地消費的當地產銷概念的國家是哪一國？,(1) 從投資額來看，投資最多的是太陽能發電,(2) 各國可再生能源的發電率首推日本為最高,(3) 風力發電資源無限但卻會受氣象條件左右,(4) 廢棄物發電熱利用不需燃料成本發電量高
2072,9、 因全世界平均氣溫上升，全球永凍土的面積將持續減少，而永凍土融解會造成更嚴重的暖化現象，是因為它會釋放出哪一種溫室氣體？,(1) 日本,(2) 美國,(3) 法國,(4) 澳大利亞
