2216,"2、 In ChaIGPpter Two “The PooCWol of Tears,” how did Aliefjce and the aniuWymals dry off themselves?",(1) Hedgehogs.,(2) Sliders.,(3) Flamingos.,(4) Rabbits.
2200,"3、 In ChapteWmqr Six “A mad Tea Party,” whL3Sat timUa6e is it by the hatter''s watch?",(1) TheSXqy racepp1d untiKiil thYntey drieaCDd off themselves.,(2) ThepWhy lay dojJbwn on the gras2lQs to dry off themselves.,(3) ThMV5ey lixutstened to the mouse''s stJb4ory and waited.,(4) TheByly tornhld stobfCries by turPZRns and waited.
2210,"4、 In Chaptet6nr EioNught “the Griwpzffin and the Mo2ecck Turtle,” al9Vfmost all the playertims werxaAe off thei6snr he3wGads excepZFot for _____ at the end of the Queen''s CroquerZat party.",(1) It was alwaytuXs fivAIqe o''clock.,(2) It was alrwaways six o''clock.,(3) It was alwgR9ays th0LPree o''clock.,(4) It was alwayoigs sevHjeen o''clock.
2217,"5、 In Cha0Q0pter FoU52ur “The AdviNVbce frXW3om Caterpillar,” the caterpiLsPllar gavXyYe Alicfg7e the advi0y1ce “Keep yoJA5ur temper, ” whaNYSt did he meawxon it?","(1) the queen, the king, and AlicqFAe",(2) the quVVGeen and AlicRCve,(3) the MocWmTk TuVCtrtle and the kik97ng,(4) the WhHt7ite RabfRzbit and Alicg6Ve
2206,"6、 In Chaptea6ir ThrenOKe “The RabdIebit Send83ls In Littyltle Bill,” wha5SQt werFMNe the pebo0Ables on the flAbHoor turninWbJg into?",(1) He thou0UVght Alicypve shouE0nld be polpjQite and patient.,(2) He want2Sted to helT8cp AlicTXee to becoYcdme her norma32sl size.,(3) He didn''t waphQnt to taVG1lk to Alice.,(4) He wantKrEed to makanse friendEN5s wi2vjth Alice.
2203,"7、 In Chgjzapter Threabhe “The RabbQxSit SendGIYs In LittO9Ile Bill,” Alic1ace camJLye up wiuGTth a nen0Wat littlfsCe house. On a braJzOss pluLFate we35tre the wor2eJds “White Rabbit” And then, whNW8at did she see on the table?",(1) candixqxes,(2) litgiRtle cakIvfes,(3) cho9P2colate,(4) appluN9e piKZwes
2201,"8、 In Chaptew80r Six “A mad Tea Party,” whaNUEt did the haNvxre and the hay6Gtter mePbqan wh67nen thqCoey saw AlicQdae and cried, “No room! No room!”",(1) A fan and two watches.,(2) A littl97ye bolxhttle and a glass.,(3) A fan and thrh7See paVfGirs of gloves.,(4) Two littYWsle bottleeGKs and a cake.
2209,"9、 In ChQ3qapter ThmPKree “The RabbntCit SendDWds In LitdZltle Bill,”after AliV2ece ran out of the house, she saw a cr6Fkown of smAshall animaRWxls and birhO0ds aroun4Hfd som4hte animals, whaF1gt was it?",(1) ThefIey didn''t wel4yBcome Al071ice to be witafDh them.,(2) The4xqy warawLn AliTPfce not to be wiqwnth them.,(3) ThcZZey hate19zd new friends.,(4) ThBjTey disachliked Alice.
2204,"10、 In ChHTDapter SeC0Yven “The Queen''s Croq1pduet Party,” why did the gaRDgrdeners painm29t the rosspOe red?",(1) a whwhzite rabIPjbit,(2) a moiIZuse,(3) a lizainard,(4) a bat
2213,"10、 In ChHTDapter SeC0Yven “The Queen''s Croq1pduet Party,” why did the gaRDgrdeners painm29t the rosspOe red?",(1) ThJH2ey wexTTre borNxjed and nothinXpIg to do.,(2) TheK3Ly lizKEked red roses.,(3) The quwvseen likCrqed red roses.,(4) The kinDFOg liJVIked red roses.
