673,2、 本書《Chanda''s Secrets》中譯本為《愛在蔓延中》內容主要提及哪一種疾病的肆虐？,(1) 亞洲＞拉丁美洲＞撒哈拉以南,(2) 撒哈拉以南＞拉丁美洲＞亞洲,(3) 亞洲＞撒哈拉以南＞拉丁美洲,(4) 撒哈拉以南＞亞洲＞拉丁美洲
663,3、 倩妲的繼父——杜布先生有一口爛牙，為了不讓口中味道太難聞，他總是用哪一種水漱口？,(1) 愛滋病,(2) 糖尿病,(3) 心臟病,(4) 腎臟病
656,4、 倩妲媽媽為何生病了卻還要堅持回到提若村？,(1) 漱口水,(2) 美髮水,(3) 自來水,(4) 去光水
672,5、 倩妲家從提若村搬到波南，雖然也想念提若村的種種，但是在波南家也有優點，下列何者不是住在波南村的優點？,(1) 巫醫古魯太太的建議,(2) 怕被別人知道她生病了,(3) 回去幫忙要生產的莉莉阿姨,(4) 請倩妲的外婆幫忙照顧媽媽
654,6、 在書中，倩妲提到：「死屍堆積如山其實另有原因，那是一種大家都怕得不敢大聲說出來的疾病……死亡已經夠糟糕了，但更糟的是活在恐懼和羞恥中，帶著謊言死去。」為什麼倩妲會這麼說？,(1) 有醫院,(2) 提供自來水,(3) 提供口糧卡,(4) 有泥巴地的房屋
658,7、 倩妲的朋友愛絲特因為特異的穿著打扮，「所以到處都有她的閒話」。倩妲的媽媽告誡她說：「倩妲，人們總是以交什麼樣的朋友評斷別人。我不希望你再跟愛絲特交朋友了。要是人家說起你的閒話，我會很討厭的。」下列何者不是倩妲媽媽的擔心？,(1) 沒人敢說出其實他們的家人罹患愛滋病,(2) 死亡凌虐了大家的心情，沒人願意承認,(3) 當時熱病傳染率很高，卻沒有人肯承認,(4) 因為瘧疾的肆虐傳染，造成死亡率飆高
661,8、 在書中共有兩次出現了鸛鳥，第一次是媽媽獨自前往提若村，倩妲覺得孤單寂寞時，鸛鳥來相伴；第二次是媽媽過世時。請問在本書中鸛鳥的隱藏意義是什麼？,(1) 倩妲受到愛絲特的影響,(2) 倩妲結交到不良的朋友,(3) 倩妲與愛絲特變得更疏遠,(4) 倩妲與愛絲特在一起會吃虧
671,9、 這一本小說敘述角度為何？,(1) 神靈的呼喊,(2) 媽媽的靈魂,(3) 上帝的旨意,(4) 倩妲的想像
665,10、 當莎拉去世，倩妲痛苦難過的時候，你應該用哪些言語才可以安慰到倩妲？,(1) 第一人稱——倩妲,(2) 第一人稱——莎拉,(3) 第一人稱——莉蓮,(4) 第三人稱——作者
667,10、 當莎拉去世，倩妲痛苦難過的時候，你應該用哪些言語才可以安慰到倩妲？,(1) 我很抱歉，但是莎拉自由了,(2) 相信上帝，祂自有祂的理由,(3) 這樣最好了，莎拉不會再痛苦了,(4) 不必刻意提及莎拉，只要默默陪著倩妲
