3216,2、 林冰興高采烈加入油麻地中學文藝宣傳隊，除了可以展現胡琴技藝外，最重要原因是什麼？,(1) 馬水清喜歡丁玫，丁玫卻愛王維一，王維一被開除，丁玫轉向接受馬水清，此時馬水清身旁又有舒敏，陷入兩難,(2) 馬水清自始至終對丁玫的情感專一執著，但是丁玫狠狠拒絕，遇到舒敏後，馬水清才轉開朗，接受另一段感情,(3) 馬水清與丁玫兩情相悅，但是王維一從中作梗，使兩人無法如願，最後竟然是林冰喜愛的陶卉與馬水清在一起,(4) 丁玫暗戀馬水清，卻不敢表達，故意找王維一讓馬水清忌妒，馬水清信以為真，也找了舒敏想要讓丁玫吃味
3201,3、 在第八章〈烏鴉〉不斷提到烏鴉的情景，如：鴉群噪鬧，竭力叫喊，叼走東西，挑釁人群，在墓地中淒慘掉落。故事的烏鴉象徵什麼意涵？,(1) 可以和趙一亮一較高下,(2) 為家族爭光，受到重視,(3) 能更接近他喜歡的陶卉,(4) 精進琴藝完成心中夢想
3211,4、 書中對許一龍、趙一亮、林冰三人的因胡琴而較勁有精彩的描述，他們之間的關係與互動如何？,(1) 預兆油麻地即將發生大事，給人們帶來警訊,(2) 預告林冰和朋友們即將分裂，多年情誼斷絕,(3) 林冰心中浮躁的情緒，及被喬桉毆打的態勢,(4) 暗示學校的惡勢力正在蔓延，學生一一淪陷
3200,5、 《紅瓦房》這本書中以人物為故事主軸，同一人的故事章節非連貫，如〈第四章染坊之子一〉、〈第七章染坊之子二〉是錯落穿插，作者為什麼這樣編排？,(1) 許一龍同時教導趙一亮及林冰兩位徒弟，但趙的技藝遠勝林，兩人爭得水火不容，後來透過許出面調解，兩人怨恨冰釋，且三人一同在油麻地文藝宣傳隊合奏,(2) 林冰與趙一亮互別苗頭，趙顯然各方都比林出色，但是當趙落魄時，林還是重情義；趙一亮師出許一龍，後卻過河拆橋，讓許氣憤至極，當趙遇難，許卻是最賣力救趙的人,(3) 三人結拜成為好兄弟，立誓絕不拋棄任何一方，豈料，最後趙一亮背棄許一龍與林冰，令兩人憤恨不平，但是患難見真情，趙終於明白兩人的真情真義,(4) 許一龍一心想成為油麻地胡琴第一把交椅，當他被趙一亮打敗時，怨妒充滿胸臆，林冰成了許的劊子手，被許利用報復趙，讓趙家一夕間陷入困境
3214,6、 趙一亮一改恃才傲物、志得意滿的態度，變得隨和有人情味，改變他的原因是什麼？,(1) 章節標題和內容沒有關聯，內容就事件發展順序書寫，標題取自章節第一句,(2) 章節安排簡單讓讀者一目了然，更明確清楚凸顯人物個性，使故事更加生動,(3) 依時間順序描寫，章節錯落增添豐富性，兩章節故事轉折變化，但訊息連貫,(4) 章與章故事連貫，由一人帶出另一人的故事，是依照故事關聯性來安排章節
3208,7、 馬水清的母親與祖母其命運有什麼異同處？,(1) 受不了勞動苦，想進鎮上宣傳隊被拒，只好回家工作，現實生活改變其個性,(2) 沮喪時受到友人支持鼓勵，對先前自己行為感到羞愧，改變自己傲慢態度,(3) 母親一路支持呵護讓他頓悟，不忍母親再為自己擔憂，期許能肩重任而改變,(4) 父親的斥責讓他當頭棒喝，決定拋棄不實際的夢想，改以謙虛態度面對一切
3198,8、 下列關於書中人物的形象描述和者說明正確？,(1) 皆是從外地被帶回來，對生命有強烈期盼未能如願，但祖母獲得妥善照顧,(2) 皆為當地誇讚的賢淑婦女，幫家中事業由衰轉盛，但母親最後仍遠離他鄉,(3) 皆未能受到丈夫關愛守護，衷心企盼心有所歸，而祖母以極端方式達目的,(4) 皆對自己不可違逆的命運哀怨忿恨，激烈抗爭，母親則最後出家遁入佛門
3195,9、 趙一亮與小女孩的婚事兩次遭阻，終究無法完婚，兩次的原因為何？,(1) 喬桉樂於助人，工作勤奮，汗淋淋賣力形象鮮明,(2) 謝百三自私自利，使喚同學，目中無人，尖酸刻薄,(3) 馬水清孤芳自賞，仗勢欺人，紈褲子弟並重利輕友,(4) 姚三船阿諛諂媚，見風轉舵，渴望依恃勢力與友誼
3209,10、 在〈染坊之子一〉這章節，多次提到趙一亮的形象，他的姿勢「身體很直，頭微微上仰，雙手交叉著放在胸前……嘴角上微帶笑容」、他的形象「白手、紅菱」；對其父親僅有一小段描述，作者這樣安排，目的是烘托趙一亮什麼個性與態度？,(1) 趙一亮沒有成就，此外女方不願嫁做染工,(2) 許一龍從中作梗，加上大火燒毀趙家財產,(3) 趙一亮看不上眼，隨後女方看上更好人家,(4) 可常去餐館
3203,10、 在〈染坊之子一〉這章節，多次提到趙一亮的形象，他的姿勢「身體很直，頭微微上仰，雙手交叉著放在胸前……嘴角上微帶笑容」、他的形象「白手、紅菱」；對其父親僅有一小段描述，作者這樣安排，目的是烘托趙一亮什麼個性與態度？,(1) 富家子第，目中無人，深受父親寵愛，以其為榜樣,(2) 以自家產業為傲，期許未來自己能獨當一面繼承家業,(3) 遭父親輕視而過度自卑，因而自大，不斷掩飾內心不安,(4) 驕傲自滿、白淨有才，鄙視父親勞苦粗俗、骯髒低陋
3206,3、 夏蘭香從原本對楊文富情深意厚，後楊文富讓她失望透頂轉而生怨，幾經波折為什麼夏蘭香父母還是強逼她嫁予楊文富？,(1) 近情情怯，既愛又怕受傷害，只能被動等待，不住幻想,(2) 大聲示愛，表達內心澎湃的熱情，期望能吸引陶卉關注,(3) 製造機會，無所不用其極替自己安排許多兩人相處時機,(4) 把夏蘭香當成陶卉的替身，和夏蘭香交往，卻想著陶卉
3212,4、 馬水清的母親為什麼在院中摘種柿子樹？,(1) 報答楊文富父親的救命之恩,(2) 覬覦楊文富家給的龐大聘金,(3) 認為楊文富是個有為的青年,(4) 深受楊文富的款款深情感動
3197,5、 在第八章〈烏鴉〉不斷提到烏鴉的情景，如：鴉群噪鬧，竭力叫喊，叼走東西，挑釁人群，在墓地中淒慘掉落。故事的烏鴉象徵什麼意涵？,(1) 使馬家成為村莊焦點,(2) 消解自己的思鄉之情,(3) 讓先生返鄉時吃柿子,(4) 將柿子樹擴大為家業
