283,下列哪一個鏢局接受了殷姓人士所託，將中了蚊鬚針與掌心七星釘的武當大俠送至武當山上？,(1) 武當山頂松柏長,(2) 天涯思君不可忘,(3) 字作喪亂意徬徨,(4) 寶刀百煉生玄光
284,《倚天屠龍記》提到：張三丰某一日在山間閒遊，仰望浮雲，俯視流水，張三丰若有所悟，在洞中苦思七日七夜，猛地裏豁然貫通，領會了武功中以柔克剛的至理，忍不住仰天長笑。這一番大笑，竟笑出了一位承先啟後、繼往開來的大宗師。……請問張三丰即為下列何人？,(1) 邪派魚肉人民,(2) 師兄生命垂危,(3) 師父身體欠安,(4) 先人墳墓被盜
285,「武林至尊，寶刀屠龍，號令天下，莫敢不從！倚天不出，誰與爭鋒。」根據你閱讀本書後的理解，下列哪一個選項最可能正確的描述了屠龍刀與倚天劍間的關係？ \n,(1) 鐵鑄羅漢,(2) 陶瓷作品,(3) 銀製公仔,(4) 生日蛋糕
286,根據書中所描述：「那人身材魁偉異常，滿頭黃髮，散披肩頭，眼睛碧油油的發光，手中拿著一根一丈六七尺長的兩頭狼牙棒，在筵前這麼一站，威風凜凜，真如天神天將一般。」你認為書中這個人物應為下列哪一個人？,(1) 張翠山,(2) 張無忌,(3) 張五俠,(4) 張君寶
287,張三丰在修練了師父覺遠禪師臨死前所喃喃自語的經書後，加上個人於道家的練氣之術，多方的融會貫通，領會了武功中以柔克剛的至理，於是創立了哪一門派武功？,(1) 跟隨江湖人士對她的稱號,(2) 她存心挑動別人相互殘殺,(3) 情人間愛暱的戲稱 \n,(4) 她做事經常無厘頭
288,書中提到郭襄十六歲生日當天，楊過突發奇想，邀請江湖同道，群集襄陽給郭襄慶祝生日，也因為楊過的面子，當時郭襄收到各種奇珍賀禮。其中無色禪師送給郭襄什麼禮物？,(1) 崑崙三聖就是我一人 \n,(2) 琴聖、棋聖尚在崑崙 \n,(3) 黃毛ㄚ頭又何須知道,(4) 崑崙三聖不足為外人道 \n
289,《倚天屠龍記》提到：張三丰某一日在山間閒遊，仰望浮雲，俯視流水，張三丰若有所悟，在洞中苦思七日七夜，猛地裏豁然貫通，領會了武功中以柔克剛的至理，忍不住仰天長笑。這一番大笑，竟笑出了一位承先啟後、繼往開來的大宗師。……請問張三丰即為下列何人？,(1) 郭靖,(2) 小龍女,(3) 周伯通,(4) 何足道
290,《倚天屠龍記》中武當七俠的名聲響噹噹。下列何者非武當七俠？,(1) 《玉女心經》 \n,(2) 《九陽真經》 \n,(3) 《九陰真經》 \n,(4) 《葵花寶典》 \n
291,金庸武俠小說中的人物，下列哪一個人物沒有完全練會「心分二用」之法？,(1) 峨眉派,(2) 崑崙派,(3) 武當派,(4) 崆峒派
292,「武林至尊，寶刀屠龍，號令天下，莫敢不從！倚天不出，誰與爭鋒。」根據你閱讀本書後的理解，下列哪一個選項最可能正確的描述了屠龍刀與倚天劍間的關係？ \n,(1) 持屠龍刀者可以對倚天劍發號施令,(2) 屠龍刀與倚天劍都是世上最厲害的兵器,(3) 屠龍刀是很厲害的武器，可是倚天劍更強,(4) 屠龍刀一出手，世上沒有任何武器可比得上
293,殷素素與張翠山互生情愫，但她的出身並非名門正派，殷素素究竟是哪一個幫派的人？ \n,(1) 海沙派,(2) 天鷹教,(3) 巨鯨幫,(4) 神拳門
294,下列哪一個鏢局接受了殷姓人士所託，將中了蚊鬚針與掌心七星釘的武當大俠送至武當山上？,(1) 宋遠橋,(2) 張松溪,(3) 莫聲谷,(4) 海東青
295,《倚天屠龍記》提到：張三丰某一日在山間閒遊，仰望浮雲，俯視流水，張三丰若有所悟，在洞中苦思七日七夜，猛地裏豁然貫通，領會了武功中以柔克剛的至理，忍不住仰天長笑。這一番大笑，竟笑出了一位承先啟後、繼往開來的大宗師。……請問張三丰即為下列何人？,(1) 從心再使身，從己不從人,(2) 從心再使身，從人不從己,(3) 從身再使心，從人不從己,(4) 從身再使心，從己不從人
296,《倚天屠龍記》中武當七俠的名聲響噹噹。下列何者非武當七俠？,(1) 自己獨門自創的武功,(2) 師父張三丰所傳授的武功,(3) 師兄間彼此玩樂學會的武功,(4) 倚天劍與屠龍刀一起施展的武功
297,「覺遠禪師一肩挑著張君寶和郭襄踏步下山，直奔數十里路，方才止步。禪師內力雖強，但這一陣捨命急馳，卻也筋疲力盡。……」半夜覺遠喃喃自語似是念著武學拳經。冰雪聰明的郭襄將覺遠禪師睡夢中喃喃自語的內容默記了起來，那些內容究竟是屬於哪一部經書？ \n,(1) 書法,(2) 六書,(3) 《四書》 \n,(4) 《尚書》 \n
298,張翠山與殷素素兩人互生情愫，但張翠山最初卻稱殷素素為「邪教女魔頭」。根據你對文意的理解，請推斷張翠山為何會如此看待殷素素？,(1) 小龍女,(2) 殷素素,(3) 周芷若,(4) 紀曉芙
299,張翠山與殷素素兩人互生情愫，但張翠山最初卻稱殷素素為「邪教女魔頭」。根據你對文意的理解，請推斷張翠山為何會如此看待殷素素？,(1) 宋遠橋,(2) 張松溪,(3) 俞岱巖,(4) 莫聲谷
